produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,13"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,3,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"27,33"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"23,33"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,08"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"25,25"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,25"
ALHO                     ,NOBRE               ,5362,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"26,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,48"
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"22,35"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"13,0"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"15,0"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,23"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"14,3"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,0"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,0"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"10,46"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,27"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,4,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,55"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"24,34"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"28,14"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"26,27"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,33"
ALHO                     ,NOBRE               ,5362,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"26,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,05"
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"20,86"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"12,71"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,52"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"14,71"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"13,15"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,09"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,1"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,0"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"10,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,0"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,5,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"27,59"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"29,59"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"31,5"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"25,59"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,48"
ALHO                     ,NOBRE               ,5362,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"26,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"14,52"
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,21"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"12,5"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,5"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CURITIBANOS-SC                                    ,4204806,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"14,5"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"13,0"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,FREI ROGÉRIO-SC                                   ,4205555,SC        ,SUL            ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,0"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,25"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"10,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,0"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,6,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,63"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"24,0"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"28,5"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"26,5"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,0"
ALHO                     ,COMUM               ,5361,CRISTÓPOLIS-BA                                    ,2909703,BA        ,NORDESTE       ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"20,0"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"28,01"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"9,2"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,46"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,7,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,43"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"22,04"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,62"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"24,44"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,91"
ALHO                     ,COMUM               ,5361,CRISTÓPOLIS-BA                                    ,2909703,BA        ,NORDESTE       ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,1"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"23,0"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"8,48"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"13,52"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,8,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"17,08"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"21,13"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"14,53"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"11,79"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,98"
ALHO                     ,COMUM               ,5361,CRISTÓPOLIS-BA                                    ,2909703,BA        ,NORDESTE       ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"16,5"
ALHO                     ,COMUM               ,5361,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,75"
ALHO                     ,COMUM               ,5361,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"6,8"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"12,0"
ALHO                     ,NACIONAL            ,5358,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,9,ATACADO                                                     ,"22,0"
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"15,88"
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"12,92"
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"10,96"
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"18,79"
ALHO                     ,NOBRE               ,5362,CORNÉLIO PROCÓPIO-PR                              ,4106407,PR        ,SUL            ,2025,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,"19,0"
ALIETTE                  ,800 G/KG BAYER S.A. ,12619,VITÓRIA-ES                                        ,3205309,ES        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"130,0"
ALIMENTACAO              ,NÃO INFORMADO       ,13010,CARAUARI-AM                                       ,1301001,AM        ,NORTE          ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"24,0"
ALION                    ,500 G/L BAYER S.A   ,14396,GUAXUPÉ-MG                                        ,3128709,MG        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"2024,14"
ALION                    ,500 G/L BAYER S.A   ,14396,GUAXUPÉ-MG                                        ,3128709,MG        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1850,0"
ALLY                     ,600 G/KG METSULFUROM,4025,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"1200,0"
ALLY                     ,600 G/KG METSULFUROM,4025,GUAXUPÉ-MG                                        ,3128709,MG        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"1330,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CAPANEMA-PR                                       ,4104501,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"990,0"
ALLY                     ,600 G/KG METSULFUROM,4025,DOIS VIZINHOS-PR                                  ,4107207,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"990,0"
ALLY                     ,600 G/KG METSULFUROM,4025,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"818,91"
ALLY                     ,600 G/KG METSULFUROM,4025,AJURICABA-RS                                      ,4300208,RS        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"920,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LIBERATO SALZANO-RS                               ,4311601,RS        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"780,0"
ALLY                     ,600 G/KG METSULFUROM,4025,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"825,0"
ALLY                     ,600 G/KG METSULFUROM,4025,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"1300,0"
ALLY                     ,600 G/KG METSULFUROM,4025,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"1330,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"850,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"980,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"1212,62"
ALLY                     ,600 G/KG METSULFUROM,4025,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"818,75"
ALLY                     ,600 G/KG METSULFUROM,4025,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"980,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"820,0"
ALLY                     ,600 G/KG METSULFUROM,4025,ITAPEVA-SP                                        ,3522406,SP        ,SUDESTE        ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"905,0"
ALLY                     ,600 G/KG METSULFUROM,4025,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1300,0"
ALLY                     ,600 G/KG METSULFUROM,4025,GUAXUPÉ-MG                                        ,3128709,MG        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1075,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"900,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CAPANEMA-PR                                       ,4104501,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"950,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"950,0"
ALLY                     ,600 G/KG METSULFUROM,4025,DOIS VIZINHOS-PR                                  ,4107207,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1013,75"
ALLY                     ,600 G/KG METSULFUROM,4025,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"830,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1130,75"
ALLY                     ,600 G/KG METSULFUROM,4025,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"1206,39"
ALLY                     ,600 G/KG METSULFUROM,4025,PRUDENTÓPOLIS-PR                                  ,4120606,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"830,0"
ALLY                     ,600 G/KG METSULFUROM,4025,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"950,0"
ALLY                     ,600 G/KG METSULFUROM,4025,AJURICABA-RS                                      ,4300208,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"950,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"945,5"
ALLY                     ,600 G/KG METSULFUROM,4025,LIBERATO SALZANO-RS                               ,4311601,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"718,38"
ALLY                     ,600 G/KG METSULFUROM,4025,RESTINGA SECA-RS                                  ,4315503,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"732,5"
ALLY                     ,600 G/KG METSULFUROM,4025,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"985,0"
ALLY                     ,600 G/KG METSULFUROM,4025,ITAPEVA-SP                                        ,3522406,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"825,0"
ALLY                     ,600 G/KG METSULFUROM,4025,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"1320,0"
ALLY                     ,600 G/KG METSULFUROM,4025,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE        ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"915,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LAGUNA CARAPÃ-MS                                  ,5005251,MS        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"956,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"1050,0"
ALLY                     ,600 G/KG METSULFUROM,4025,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"1047,5"
ALLY                     ,600 G/KG METSULFUROM,4025,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"1143,89"
ALLY                     ,600 G/KG METSULFUROM,4025,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"1400,0"
ALLY                     ,600 G/KG METSULFUROM,4025,CRUZ ALTA-RS                                      ,4306106,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"925,0"
ALLY                     ,600 G/KG METSULFUROM,4025,ITAPEVA-SP                                        ,3522406,SP        ,SUDESTE        ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"985,0"
ALLY                     ,600 G/KG METSULFUROM,4025,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"818,75"
ALMOXARIFADO DE ALVENARIA,NÃO INFORMADO       ,4392,LUÍS EDUARDO MAGALHÃES-BA                         ,2919553,BA        ,NORDESTE       ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,
ALMOXARIFADO DE ALVENARIA,PECAS DE REPOSIÇÃO P,12831,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,
ALMOXARIFADO DE ALVENARIA,DEFENSIVOS AGRÍCOLAS,12830,SORRISO-MT                                        ,5107925,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,
